,verb,count,presente yo,presente tú,"presente él, ella, Ud.",presente nosotros,presente vosotros,"presente ellos, ellas, Uds.",presente vos,imperfecto yo,imperfecto tú,"imperfecto él, ella, Ud.",imperfecto nosotros,imperfecto vosotros,"imperfecto ellos, ellas, Uds.",imperfecto vos,pretérito yo,pretérito tú,"pretérito él, ella, Ud.",pretérito nosotros,pretérito vosotros,"pretérito ellos, ellas, Uds.",pretérito vos,futuro yo,futuro tú,"futuro él, ella, Ud.",futuro nosotros,futuro vosotros,"futuro ellos, ellas, Uds.",futuro vos,condicional yo,condicional tú,"condicional él, ella, Ud.",condicional nosotros,condicional vosotros,"condicional ellos, ellas, Uds.",condicional vos,prob,en
349,cargar,2218,cargo,cargas,carga,cargamos,cargáis,cargan,cargás,cargaba,cargabas,cargaba,cargábamos,cargabais,cargaban,cargabas,cargué,cargaste,cargó,cargamos,cargasteis,cargaron,cargaste,cargaré,cargarás,cargará,cargaremos,cargaréis,cargarán,cargarás,cargaría,cargarías,cargaría,cargaríamos,cargaríais,cargarían,cargarías,0.0006381701721908,load
350,abarcar,2216,abarco,abarcas,abarca,abarcamos,abarcáis,abarcan,abarcás,abarcaba,abarcabas,abarcaba,abarcábamos,abarcabais,abarcaban,abarcabas,abarqué,abarcaste,abarcó,abarcamos,abarcasteis,abarcaron,abarcaste,abarcaré,abarcarás,abarcará,abarcaremos,abarcaréis,abarcarán,abarcarás,abarcaría,abarcarías,abarcaría,abarcaríamos,abarcaríais,abarcarían,abarcarías,0.0006375947256875,cover
351,abofetar,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006373070024358,slap
352,borrar,2209,borro,borras,borra,borramos,borráis,borran,borrás,borraba,borrabas,borraba,borrábamos,borrabais,borraban,borrabas,borré,borraste,borró,borramos,borrasteis,borraron,borraste,borraré,borrarás,borrará,borraremos,borraréis,borrarán,borrarás,borraría,borrarías,borraría,borraríamos,borraríais,borrarían,borrarías,0.0006355806629258,delete
353,atender,2208,atiendo,atiendes,atiende,atendemos,atendéis,atienden,atendés,atendía,atendías,atendía,atendíamos,atendíais,atendían,atendías,atendí,atendiste,atendió,atendimos,atendisteis,atendieron,atendiste,atenderé,atenderás,atenderá,atenderemos,atenderéis,atenderán,atenderás,atendería,atenderías,atendería,atenderíamos,atenderíais,atenderían,atenderías,0.0006352929396742,attend
354,abdicar,2207,abdico,abdicas,abdica,abdicamos,abdicáis,abdican,abdicás,abdicaba,abdicabas,abdicaba,abdicábamos,abdicabais,abdicaban,abdicabas,abdiqué,abdicaste,abdicó,abdicamos,abdicasteis,abdicaron,abdicaste,abdicaré,abdicarás,abdicará,abdicaremos,abdicaréis,abdicarán,abdicarás,abdicaría,abdicarías,abdicaría,abdicaríamos,abdicaríais,abdicarían,abdicarías,0.0006350052164225,abdicar
355,guiar,2202,guío,guías,guía,guiamos,guiais,guían,guias,guiaba,guiabas,guiaba,guiábamos,guiabais,guiaban,guiabas,guie,guiaste,guio,guiamos,guiasteis,guiaron,guiaste,guiaré,guiarás,guiará,guiaremos,guiaréis,guiarán,guiarás,guiaría,guiarías,guiaría,guiaríamos,guiaríais,guiarían,guiarías,0.0006335666001642,guide
356,ocupar,2202,ocupo,ocupas,ocupa,ocupamos,ocupáis,ocupan,ocupás,ocupaba,ocupabas,ocupaba,ocupábamos,ocupabais,ocupaban,ocupabas,ocupé,ocupaste,ocupó,ocupamos,ocupasteis,ocuparon,ocupaste,ocuparé,ocuparás,ocupará,ocuparemos,ocuparéis,ocuparán,ocuparás,ocuparía,ocuparías,ocuparía,ocuparíamos,ocuparíais,ocuparían,ocuparías,0.0006335666001642,fill
357,proponer,2184,propongo,propones,propone,proponemos,proponéis,proponen,proponés,proponía,proponías,proponía,proponíamos,proponíais,proponían,proponías,propuse,propusiste,propuso,propusimos,propusisteis,propusieron,propusiste,propondré,propondrás,propondrá,propondremos,propondréis,propondrán,propondrás,propondría,propondrías,propondría,propondríamos,propondríais,propondrían,propondrías,0.0006283875816342,propose
358,abastecer,2183,abastezco,abasteces,abastece,abastecemos,abastecéis,abastecen,abastecés,abastecía,abastecías,abastecía,abastecíamos,abastecíais,abastecían,abastecías,abastecí,abasteciste,abasteció,abastecimos,abastecisteis,abastecieron,abasteciste,abasteceré,abastecerás,abastecerá,abasteceremos,abasteceréis,abastecerán,abastecerás,abastecería,abastecerías,abastecería,abasteceríamos,abasteceríais,abastecerían,abastecerías,0.0006280998583826,supply
359,toser,2182,toso,toses,tose,tosemos,toséis,tosen,tosés,tosía,tosías,tosía,tosíamos,tosíais,tosían,tosías,tosí,tosiste,tosió,tosimos,tosisteis,tosieron,tosiste,toseré,toserás,toserá,toseremos,toseréis,toserán,toserás,tosería,toserías,tosería,toseríamos,toseríais,toserían,toserías,0.0006278121351309,cough
360,aterrizar,2180,aterrizo,aterrizas,aterriza,aterrizamos,aterrizáis,aterrizan,aterrizás,aterrizaba,aterrizabas,aterrizaba,aterrizábamos,aterrizabais,aterrizaban,aterrizabas,aterricé,aterrizaste,aterrizó,aterrizamos,aterrizasteis,aterrizaron,aterrizaste,aterrizaré,aterrizarás,aterrizará,aterrizaremos,aterrizaréis,aterrizarán,aterrizarás,aterrizaría,aterrizarías,aterrizaría,aterrizaríamos,aterrizaríais,aterrizarían,aterrizarías,0.0006272366886276,land
361,definir,2167,defino,defines,define,definimos,definís,definen,definís,definía,definías,definía,definíamos,definíais,definían,definías,definí,definiste,definió,definimos,definisteis,definieron,definiste,definiré,definirás,definirá,definiremos,definiréis,definirán,definirás,definiría,definirías,definiría,definiríamos,definiríais,definirían,definirías,0.0006234962863559,define
362,calificar,2166,califico,calificas,califica,calificamos,calificáis,califican,calificás,calificaba,calificabas,calificaba,calificábamos,calificabais,calificaban,calificabas,califiqué,calificaste,calificó,calificamos,calificasteis,calificaron,calificaste,calificaré,calificarás,calificará,calificaremos,calificaréis,calificarán,calificarás,calificaría,calificarías,calificaría,calificaríamos,calificaríais,calificarían,calificarías,0.0006232085631043,grade
363,describir,2164,describo,describes,describe,describimos,describís,describen,describís,describía,describías,describía,describíamos,describíais,describían,describías,describí,describiste,describió,describimos,describisteis,describieron,describiste,describiré,describirás,describirá,describiremos,describiréis,describirán,describirás,describiría,describirías,describiría,describiríamos,describiríais,describirían,describirías,0.0006226331166009,describe
364,depender,2162,dependo,dependes,depende,dependemos,dependéis,dependen,dependés,dependía,dependías,dependía,dependíamos,dependíais,dependían,dependías,dependí,dependiste,dependió,dependimos,dependisteis,dependieron,dependiste,dependeré,dependerás,dependerá,dependeremos,dependeréis,dependerán,dependerás,dependería,dependerías,dependería,dependeríamos,dependeríais,dependerían,dependerías,0.0006220576700976,dependency
365,xerocopiar,2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006220576700976,xeroscopy
366,deletrear,2161,deletreo,deletreas,deletrea,deletreamos,deletreáis,deletrean,deletreás,deletreaba,deletreabas,deletreaba,deletreábamos,deletreabais,deletreaban,deletreabas,deletreé,deletreaste,deletreó,deletreamos,deletreasteis,deletrearon,deletreaste,deletrearé,deletrearás,deletreará,deletrearemos,deletrearéis,deletrearán,deletrearás,deletrearía,deletrearías,deletrearía,deletrearíamos,deletrearíais,deletrearían,deletrearías,0.000621769946846,spelling
367,oponer,2160,opongo,opones,opone,oponemos,oponéis,oponen,oponés,oponía,oponías,oponía,oponíamos,oponíais,oponían,oponías,opuse,opusiste,opuso,opusimos,opusisteis,opusieron,opusiste,opondré,opondrás,opondrá,opondremos,opondréis,opondrán,opondrás,opondría,opondrías,opondría,opondríamos,opondríais,opondrían,opondrías,0.0006214822235943,Oppose
368,cabalgar,2158,cabalgo,cabalgas,cabalga,cabalgamos,cabalgáis,cabalgan,cabalgás,cabalgaba,cabalgabas,cabalgaba,cabalgábamos,cabalgabais,cabalgaban,cabalgabas,cabalgué,cabalgaste,cabalgó,cabalgamos,cabalgasteis,cabalgaron,cabalgaste,cabalgaré,cabalgarás,cabalgará,cabalgaremos,cabalgaréis,cabalgarán,cabalgarás,cabalgaría,cabalgarías,cabalgaría,cabalgaríamos,cabalgaríais,cabalgarían,cabalgarías,0.000620906777091,riding
369,aprovechar,2154,aprovecho,aprovechas,aprovecha,aprovechamos,aprovecháis,aprovechan,aprovechás,aprovechaba,aprovechabas,aprovechaba,aprovechábamos,aprovechabais,aprovechaban,aprovechabas,aproveché,aprovechaste,aprovechó,aprovechamos,aprovechasteis,aprovecharon,aprovechaste,aprovecharé,aprovecharás,aprovechará,aprovecharemos,aprovecharéis,aprovecharán,aprovecharás,aprovecharía,aprovecharías,aprovecharía,aprovecharíamos,aprovecharíais,aprovecharían,aprovecharías,0.0006197558840843,take advantage
370,golpear,2154,golpeo,golpeas,golpea,golpeamos,golpeáis,golpean,golpeás,golpeaba,golpeabas,golpeaba,golpeábamos,golpeabais,golpeaban,golpeabas,golpeé,golpeaste,golpeó,golpeamos,golpeasteis,golpearon,golpeaste,golpearé,golpearás,golpeará,golpearemos,golpearéis,golpearán,golpearás,golpearía,golpearías,golpearía,golpearíamos,golpearíais,golpearían,golpearías,0.0006197558840843,hit
371,alcanzar,2149,alcanzo,alcanzas,alcanza,alcanzamos,alcanzáis,alcanzan,alcanzás,alcanzaba,alcanzabas,alcanzaba,alcanzábamos,alcanzabais,alcanzaban,alcanzabas,alcancé,alcanzaste,alcanzó,alcanzamos,alcanzasteis,alcanzaron,alcanzaste,alcanzaré,alcanzarás,alcanzará,alcanzaremos,alcanzaréis,alcanzarán,alcanzarás,alcanzaría,alcanzarías,alcanzaría,alcanzaríamos,alcanzaríais,alcanzarían,alcanzarías,0.000618317267826,reach
372,beneficiar,2146,beneficio,beneficias,beneficia,beneficiamos,beneficiáis,benefician,beneficiás,beneficiaba,beneficiabas,beneficiaba,beneficiábamos,beneficiabais,beneficiaban,beneficiabas,beneficié,beneficiaste,benefició,beneficiamos,beneficiasteis,beneficiaron,beneficiaste,beneficiaré,beneficiarás,beneficiará,beneficiaremos,beneficiaréis,beneficiarán,beneficiarás,beneficiaría,beneficiarías,beneficiaría,beneficiaríamos,beneficiaríais,beneficiarían,beneficiarías,0.000617454098071,benefit
373,cepillar,2145,cepillo,cepillas,cepilla,cepillamos,cepilláis,cepillan,cepillás,cepillaba,cepillabas,cepillaba,cepillábamos,cepillabais,cepillaban,cepillabas,cepillé,cepillaste,cepilló,cepillamos,cepillasteis,cepillaron,cepillaste,cepillaré,cepillarás,cepillará,cepillaremos,cepillaréis,cepillarán,cepillarás,cepillaría,cepillarías,cepillaría,cepillaríamos,cepillaríais,cepillarían,cepillarías,0.0006171663748193,brush
374,gobernar,2144,gobierno,gobiernas,gobierna,gobernamos,gobernáis,gobiernan,gobernás,gobernaba,gobernabas,gobernaba,gobernábamos,gobernabais,gobernaban,gobernabas,goberné,gobernaste,gobernó,gobernamos,gobernasteis,gobernaron,gobernaste,gobernaré,gobernarás,gobernará,gobernaremos,gobernaréis,gobernarán,gobernarás,gobernaría,gobernarías,gobernaría,gobernaríamos,gobernaríais,gobernarían,gobernarías,0.0006168786515677,rule
375,morder,2142,muerdo,muerdes,muerde,mordemos,mordéis,muerden,mordés,mordía,mordías,mordía,mordíamos,mordíais,mordían,mordías,mordí,mordiste,mordió,mordimos,mordisteis,mordieron,mordiste,morderé,morderás,morderá,morderemos,morderéis,morderán,morderás,mordería,morderías,mordería,morderíamos,morderíais,morderían,morderías,0.0006163032050643,biting
376,abonar,2142,abono,abonas,abona,abonamos,abonáis,abonan,abonás,abonaba,abonabas,abonaba,abonábamos,abonabais,abonaban,abonabas,aboné,abonaste,abonó,abonamos,abonasteis,abonaron,abonaste,abonaré,abonarás,abonará,abonaremos,abonaréis,abonarán,abonarás,abonaría,abonarías,abonaría,abonaríamos,abonaríais,abonarían,abonarías,0.0006163032050643,Pay
377,sembrar,2141,siembro,siembras,siembra,sembramos,sembráis,siembran,sembrás,sembraba,sembrabas,sembraba,sembrábamos,sembrabais,sembraban,sembrabas,sembré,sembraste,sembró,sembramos,sembrasteis,sembraron,sembraste,sembraré,sembrarás,sembrará,sembraremos,sembraréis,sembrarán,sembrarás,sembraría,sembrarías,sembraría,sembraríamos,sembraríais,sembrarían,sembrarías,0.0006160154818127,sowing
378,transferir,2139,transfiero,transfieres,transfiere,transferimos,transferís,transfieren,transferís,transfería,transferías,transfería,transferíamos,transferíais,transferían,transferías,transferí,transferiste,transfirió,transferimos,transferisteis,transfirieron,transferiste,transferiré,transferirás,transferirá,transferiremos,transferiréis,transferirán,transferirás,transferiría,transferirías,transferiría,transferiríamos,transferiríais,transferirían,transferirías,0.0006154400353093,transfer
379,colocar,2138,coloco,colocas,coloca,colocamos,colocáis,colocan,colocás,colocaba,colocabas,colocaba,colocábamos,colocabais,colocaban,colocabas,coloqué,colocaste,colocó,colocamos,colocasteis,colocaron,colocaste,colocaré,colocarás,colocará,colocaremos,colocaréis,colocarán,colocarás,colocaría,colocarías,colocaría,colocaríamos,colocaríais,colocarían,colocarías,0.0006151523120577,place
380,colocar,2138,coloco,colocas,coloca,colocamos,colocáis,colocan,colocás,colocaba,colocabas,colocaba,colocábamos,colocabais,colocaban,colocabas,coloqué,colocaste,colocó,colocamos,colocasteis,colocaron,colocaste,colocaré,colocarás,colocará,colocaremos,colocaréis,colocarán,colocarás,colocaría,colocarías,colocaría,colocaríamos,colocaríais,colocarían,colocarías,0.0006151523120577,place
381,juzgar,2137,juzgo,juzgas,juzga,juzgamos,juzgáis,juzgan,juzgás,juzgaba,juzgabas,juzgaba,juzgábamos,juzgabais,juzgaban,juzgabas,juzgué,juzgaste,juzgó,juzgamos,juzgasteis,juzgaron,juzgaste,juzgaré,juzgarás,juzgará,juzgaremos,juzgaréis,juzgarán,juzgarás,juzgaría,juzgarías,juzgaría,juzgaríamos,juzgaríais,juzgarían,juzgarías,0.000614864588806,judge
382,prohibir,2129,prohíbo,prohíbes,prohíbe,prohibimos,prohibís,prohíben,prohibís,prohibía,prohibías,prohibía,prohibíamos,prohibíais,prohibían,prohibías,prohibí,prohibiste,prohibió,prohibimos,prohibisteis,prohibieron,prohibiste,prohibiré,prohibirás,prohibirá,prohibiremos,prohibiréis,prohibirán,prohibirás,prohibiría,prohibirías,prohibiría,prohibiríamos,prohibiríais,prohibirían,prohibirías,0.0006125628027927,prohibit
383,detener,2120,detengo,detienes,detiene,detenemos,detenéis,detienen,detenés,detenía,detenías,detenía,deteníamos,deteníais,detenían,detenías,detuve,detuviste,detuvo,detuvimos,detuvisteis,detuvieron,detuviste,detendré,detendrás,detendrá,detendremos,detendréis,detendrán,detendrás,detendría,detendrías,detendría,detendríamos,detendríais,detendrían,detendrías,0.0006099732935277,stop
384,publicar,2119,publico,publicas,publica,publicamos,publicáis,publican,publicás,publicaba,publicabas,publicaba,publicábamos,publicabais,publicaban,publicabas,publiqué,publicaste,publicó,publicamos,publicasteis,publicaron,publicaste,publicaré,publicarás,publicará,publicaremos,publicaréis,publicarán,publicarás,publicaría,publicarías,publicaría,publicaríamos,publicaríais,publicarían,publicarías,0.0006096855702761,publish
385,malgastar,2118,malgasto,malgastas,malgasta,malgastamos,malgastáis,malgastan,malgastás,malgastaba,malgastabas,malgastaba,malgastábamos,malgastabais,malgastaban,malgastabas,malgasté,malgastaste,malgastó,malgastamos,malgastasteis,malgastaron,malgastaste,malgastaré,malgastarás,malgastará,malgastaremos,malgastaréis,malgastarán,malgastarás,malgastaría,malgastarías,malgastaría,malgastaríamos,malgastaríais,malgastarían,malgastarías,0.0006093978470244,waste
386,madrugar,2117,madrugo,madrugas,madruga,madrugamos,madrugáis,madrugan,madrugás,madrugaba,madrugabas,madrugaba,madrugábamos,madrugabais,madrugaban,madrugabas,madrugué,madrugaste,madrugó,madrugamos,madrugasteis,madrugaron,madrugaste,madrugaré,madrugarás,madrugará,madrugaremos,madrugaréis,madrugarán,madrugarás,madrugaría,madrugarías,madrugaría,madrugaríamos,madrugaríais,madrugarían,madrugarías,0.0006091101237727,Early morning
387,enamorar,2115,enamoro,enamoras,enamora,enamoramos,enamoráis,enamoran,enamorás,enamoraba,enamorabas,enamoraba,enamorábamos,enamorabais,enamoraban,enamorabas,enamoré,enamoraste,enamoró,enamoramos,enamorasteis,enamoraron,enamoraste,enamoraré,enamorarás,enamorará,enamoraremos,enamoraréis,enamorarán,enamorarás,enamoraría,enamorarías,enamoraría,enamoraríamos,enamoraríais,enamorarían,enamorarías,0.0006085346772694,fall in love
388,regalar,2112,regalo,regalas,regala,regalamos,regaláis,regalan,regalás,regalaba,regalabas,regalaba,regalábamos,regalabais,regalaban,regalabas,regalé,regalaste,regaló,regalamos,regalasteis,regalaron,regalaste,regalaré,regalarás,regalará,regalaremos,regalaréis,regalarán,regalarás,regalaría,regalarías,regalaría,regalaríamos,regalaríais,regalarían,regalarías,0.0006076715075144,give away
389,imaginar,2111,imagino,imaginas,imagina,imaginamos,imagináis,imaginan,imaginás,imaginaba,imaginabas,imaginaba,imaginábamos,imaginabais,imaginaban,imaginabas,imaginé,imaginaste,imaginó,imaginamos,imaginasteis,imaginaron,imaginaste,imaginaré,imaginarás,imaginará,imaginaremos,imaginaréis,imaginarán,imaginarás,imaginaría,imaginarías,imaginaría,imaginaríamos,imaginaríais,imaginarían,imaginarías,0.0006073837842628,imagine
390,mejorar,2109,mejoro,mejoras,mejora,mejoramos,mejoráis,mejoran,mejorás,mejoraba,mejorabas,mejoraba,mejorábamos,mejorabais,mejoraban,mejorabas,mejoré,mejoraste,mejoró,mejoramos,mejorasteis,mejoraron,mejoraste,mejoraré,mejorarás,mejorará,mejoraremos,mejoraréis,mejorarán,mejorarás,mejoraría,mejorarías,mejoraría,mejoraríamos,mejoraríais,mejorarían,mejorarías,0.0006068083377594,improve
391,padecer,2106,padezco,padeces,padece,padecemos,padecéis,padecen,padecés,padecía,padecías,padecía,padecíamos,padecíais,padecían,padecías,padecí,padeciste,padeció,padecimos,padecisteis,padecieron,padeciste,padeceré,padecerás,padecerá,padeceremos,padeceréis,padecerán,padecerás,padecería,padecerías,padecería,padeceríamos,padeceríais,padecerían,padecerías,0.0006059451680044,suffer
392,fascinar,2105,fascino,fascinas,fascina,fascinamos,fascináis,fascinan,fascinás,fascinaba,fascinabas,fascinaba,fascinábamos,fascinabais,fascinaban,fascinabas,fasciné,fascinaste,fascinó,fascinamos,fascinasteis,fascinaron,fascinaste,fascinaré,fascinarás,fascinará,fascinaremos,fascinaréis,fascinarán,fascinarás,fascinaría,fascinarías,fascinaría,fascinaríamos,fascinaríais,fascinarían,fascinarías,0.0006056574447528,fascinate
393,adquirir,2104,adquiero,adquieres,adquiere,adquirimos,adquirís,adquieren,adquirís,adquiría,adquirías,adquiría,adquiríamos,adquiríais,adquirían,adquirías,adquirí,adquiriste,adquirió,adquirimos,adquiristeis,adquirieron,adquiriste,adquiriré,adquirirás,adquirirá,adquiriremos,adquiriréis,adquirirán,adquirirás,adquiriría,adquirirías,adquiriría,adquiriríamos,adquiriríais,adquirirían,adquirirías,0.0006053697215011,purchase
394,zampar,2101,zampo,zampas,zampa,zampamos,zampáis,zampan,zampás,zampaba,zampabas,zampaba,zampábamos,zampabais,zampaban,zampabas,zampé,zampaste,zampó,zampamos,zampasteis,zamparon,zampaste,zamparé,zamparás,zampará,zamparemos,zamparéis,zamparán,zamparás,zamparía,zamparías,zamparía,zamparíamos,zamparíais,zamparían,zamparías,0.0006045065517461,zampar
